x1, y1, x2, y2
123, 119, 131, 121
63, 44, 70, 48
79, 83, 86, 86
126, 65, 133, 65
99, 171, 105, 173
115, 98, 115, 96
50, 39, 57, 43
75, 103, 82, 106
59, 82, 65, 85
82, 146, 87, 149
106, 66, 113, 69
80, 53, 87, 56
33, 46, 40, 50
131, 31, 139, 32
161, 46, 169, 46
157, 67, 164, 67
167, 78, 175, 78
151, 51, 157, 52
99, 60, 107, 62
164, 69, 172, 70
113, 16, 120, 18
100, 27, 108, 28
119, 32, 127, 34
124, 20, 132, 19
18, 96, 18, 100
142, 45, 149, 45
137, 38, 144, 39
138, 26, 144, 28
83, 32, 90, 36
100, 66, 107, 69
87, 46, 94, 47
133, 74, 141, 75
169, 19, 172, 19
140, 32, 147, 33
148, 56, 156, 56
148, 53, 154, 54
21, 25, 28, 27
46, 145, 41, 142
113, 53, 121, 54
15, 29, 22, 29
33, 67, 41, 71
146, 134, 155, 137
58, 100, 66, 104
104, 58, 110, 59
82, 135, 88, 137
23, 59, 31, 64
127, 155, 124, 152
117, 75, 124, 75
10, 76, 17, 82
114, 138, 119, 138
91, 122, 97, 124
86, 119, 93, 115
94, 124, 100, 125
135, 132, 143, 132
110, 45, 116, 45
124, 90, 130, 90
97, 106, 104, 107
126, 32, 132, 35
146, 126, 155, 127
124, 94, 130, 94
133, 50, 139, 52
48, 84, 53, 86
65, 116, 74, 118
164, 67, 172, 68
97, 117, 106, 119
133, 77, 140, 79
41, 82, 49, 88
141, 52, 147, 54
40, 50, 48, 55
123, 39, 129, 42
146, 59, 152, 60
87, 66, 93, 69
135, 77, 143, 76
101, 69, 108, 72
115, 96, 123, 95
53, 21, 60, 25
46, 62, 53, 64
133, 121, 139, 122
141, 75, 145, 68
144, 28, 150, 29
69, 59, 75, 63
59, 71, 66, 74
132, 19, 136, 19
81, 24, 88, 26
41, 64, 49, 68
172, 19, 180, 20
63, 71, 70, 75
144, 39, 153, 44
40, 23, 45, 26
18, 100, 25, 106
84, 41, 91, 43
90, 58, 98, 61
162, 14, 170, 15
75, 143, 81, 146
119, 138, 124, 137
99, 83, 104, 85
130, 94, 133, 93
119, 118, 123, 117
109, 103, 115, 104
113, 121, 115, 122
54, 127, 60, 126
60, 120, 66, 120
61, 88, 62, 85
132, 35, 137, 38
106, 119, 102, 120
88, 26, 92, 29
159, 53, 161, 53
52, 104, 59, 107
119, 91, 126, 92
88, 109, 93, 110
133, 93, 133, 95
124, 137, 131, 137
121, 59, 127, 60
129, 154, 134, 156
99, 125, 105, 125
154, 146, 159, 145
63, 113, 69, 115
82, 120, 88, 121
64, 113, 70, 116
104, 85, 110, 88
134, 74, 140, 75
92, 104, 99, 106
129, 33, 136, 36
74, 100, 81, 103
103, 81, 110, 80
137, 90, 143, 91
148, 79, 154, 81
135, 110, 142, 112
84, 73, 91, 75
54, 91, 58, 94
164, 74, 169, 73
95, 139, 102, 141
115, 122, 119, 123
34, 142, 38, 144
36, 52, 43, 54
155, 17, 162, 18
144, 24, 152, 24
109, 78, 115, 78
155, 57, 158, 58
111, 22, 116, 26
94, 75, 101, 77
84, 53, 90, 54
139, 87, 147, 87
43, 127, 49, 130
97, 96, 101, 101
69, 89, 76, 92
139, 24, 145, 26
145, 51, 153, 53
111, 130, 117, 131
165, 39, 171, 41
23, 125, 27, 131
131, 59, 138, 61
57, 81, 64, 83
97, 91, 104, 93
108, 72, 114, 75
85, 55, 90, 58
91, 25, 97, 28
104, 64, 109, 63
